CLIENT_NAME,PRODUCT,ESTIMATE,REGION,SysCode,DMA,TIMEZONE,ORDERED_DAYPART,NETWORK,Rate,SPOTLENGTH,DATE_AIRED,TIME_AIRED,SZSPOTTITLE,DISCLAIMER
SUPER STROKE,GOLFChannel,RE010795,XGWI,9869,Milwaukee,CST,06:00-23:59,GOLF,.1000,30,07/03/2023,11:29:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9869,Milwaukee,CST,06:00-23:59,GOLF,.1000,30,07/03/2023,23:09:44,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9869,Milwaukee,CST,06:00-23:59,GOLF,.1000,30,07/07/2023,08:41:46,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8375,Green Bay/Apple,CST,06:00-23:59,GOLF,.0200,30,07/03/2023,22:53:35,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8375,Green Bay/Apple,CST,06:00-23:59,GOLF,.0200,30,07/06/2023,07:49:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8375,Green Bay/Apple,CST,06:00-23:59,GOLF,.0200,30,07/09/2023,06:51:08,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2734,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0600,30,07/08/2023,09:13:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2734,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0600,30,07/06/2023,17:21:24,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9868,Milwaukee,CST,06:00-23:59,GOLF,.1700,30,07/04/2023,16:59:18,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1188,Milwaukee,CST,06:00-23:59,GOLF,.1600,30,07/06/2023,07:50:23,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1188,Milwaukee,CST,06:00-23:59,GOLF,.1600,30,07/08/2023,06:53:27,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1188,Milwaukee,CST,06:00-23:59,GOLF,.1600,30,07/08/2023,10:44:43,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1188,Milwaukee,CST,06:00-23:59,GOLF,.1600,30,07/09/2023,19:50:13,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9987,Madison,CST,06:00-23:59,GOLF,.0100,30,07/04/2023,14:53:59,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9914,Rockford,CST,06:00-23:59,GOLF,.0300,30,07/04/2023,23:48:40,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8376,Green Bay/Apple,CST,06:00-23:59,GOLF,.0400,30,07/03/2023,11:29:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4149,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/08/2023,07:59:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4149,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/09/2023,09:54:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4149,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/03/2023,23:09:44,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4149,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/06/2023,11:32:36,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1179,Green Bay/Apple,CST,06:00-23:59,GOLF,.0200,30,07/05/2023,10:23:29,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1179,Green Bay/Apple,CST,06:00-23:59,GOLF,.0200,30,07/07/2023,10:26:28,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8372,Green Bay/Apple,CST,06:00-23:59,GOLF,.0800,30,07/04/2023,08:18:02,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8372,Green Bay/Apple,CST,06:00-23:59,GOLF,.0800,30,07/08/2023,09:13:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8372,Green Bay/Apple,CST,06:00-23:59,GOLF,.0800,30,07/09/2023,07:54:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2744,Green Bay/Apple,CST,06:00-23:59,GOLF,.0500,30,07/08/2023,18:30:15,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7786,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0200,30,07/03/2023,11:22:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7786,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0200,30,07/06/2023,23:36:55,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7786,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0200,30,07/04/2023,23:51:33,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7786,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0200,30,07/09/2023,09:24:30,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3304,Flint/Saginaw,EST,06:00-23:59,GOLF,.1800,30,07/03/2023,13:50:39,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3304,Flint/Saginaw,EST,06:00-23:59,GOLF,.1800,30,07/06/2023,08:11:34,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0897,Madison,CST,06:00-23:59,GOLF,.0300,30,07/08/2023,11:35:15,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0897,Madison,CST,06:00-23:59,GOLF,.0300,30,07/08/2023,15:17:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9870,Milwaukee,CST,06:00-23:59,GOLF,.1300,30,07/03/2023,23:10:14,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2484,Milwaukee,CST,06:00-23:59,GOLF,.2600,30,07/03/2023,08:17:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2484,Milwaukee,CST,06:00-23:59,GOLF,.2600,30,07/03/2023,11:29:18,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9852,Milwaukee,CST,06:00-23:59,GOLF,.2200,30,07/04/2023,20:59:36,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9852,Milwaukee,CST,06:00-23:59,GOLF,.2200,30,07/06/2023,20:49:13,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9852,Milwaukee,CST,06:00-23:59,GOLF,.2200,30,07/06/2023,21:47:43,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4150,Milwaukee,CST,06:00-23:59,GOLF,.0800,30,07/03/2023,07:50:37,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4150,Milwaukee,CST,06:00-23:59,GOLF,.0800,30,07/06/2023,07:18:05,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1507,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/03/2023,18:53:27,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1507,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/07/2023,11:17:12,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0116,Duluth/Superior,CST,06:00-23:59,GOLF,.0600,30,07/06/2023,07:18:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0882,Marquette,EST,06:00-23:59,GOLF,.0400,30,07/09/2023,08:54:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3078,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/05/2023,20:57:04,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3078,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/06/2023,09:32:31,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/09/2023,09:21:32,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/09/2023,18:56:04,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6680,Mankato,CST,06:00-23:59,GOLF,.0300,30,07/03/2023,12:50:35,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2733,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/08/2023,19:17:42,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2508,Marquette,EST,06:00-23:59,GOLF,.0200,30,07/03/2023,18:53:05,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2508,Marquette,EST,06:00-23:59,GOLF,.0200,30,07/06/2023,11:15:55,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7791,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0300,30,07/03/2023,18:53:34,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7791,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0300,30,07/04/2023,21:59:36,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5644,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/07/2023,11:26:48,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1358,Alpena,EST,06:00-23:59,GOLF,.0200,30,07/06/2023,15:45:12,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1358,Alpena,EST,06:00-23:59,GOLF,.0200,30,07/07/2023,21:22:03,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1358,Alpena,EST,06:00-23:59,GOLF,.0200,30,07/08/2023,08:12:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2029,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0800,30,07/04/2023,11:58:28,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0398,Madison,CST,06:00-23:59,GOLF,.1000,30,07/03/2023,10:22:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9297,Mankato,CST,06:00-23:59,GOLF,.0100,30,07/03/2023,08:17:30,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9297,Mankato,CST,06:00-23:59,GOLF,.0100,30,07/05/2023,08:06:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0179,La Crosse,CST,06:00-23:59,GOLF,.0600,30,07/03/2023,09:13:57,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0179,La Crosse,CST,06:00-23:59,GOLF,.0600,30,07/07/2023,06:46:40,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1284,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0200,30,07/04/2023,15:51:11,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1284,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0200,30,07/05/2023,07:40:31,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6988,Flint/Saginaw,EST,06:00-23:59,GOLF,.0400,30,07/03/2023,18:29:51,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6988,Flint/Saginaw,EST,06:00-23:59,GOLF,.0400,30,07/03/2023,22:44:42,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6988,Flint/Saginaw,EST,06:00-23:59,GOLF,.0400,30,07/07/2023,09:22:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/06/2023,12:15:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/07/2023,10:26:48,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6662,Flint/Saginaw,EST,06:00-23:59,GOLF,.0500,30,07/06/2023,07:46:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6662,Flint/Saginaw,EST,06:00-23:59,GOLF,.0500,30,07/09/2023,09:25:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3307,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/08/2023,11:44:13,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3307,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/08/2023,19:47:26,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5986,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0400,30,07/03/2023,08:17:28,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9871,Milwaukee,CST,06:00-23:59,GOLF,.1900,30,07/04/2023,11:32:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9871,Milwaukee,CST,06:00-23:59,GOLF,.1900,30,07/09/2023,10:29:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5509,Milwaukee,CST,06:00-23:59,GOLF,.1100,30,07/04/2023,18:46:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2354,Green Bay/Apple,CST,06:00-23:59,GOLF,.1400,30,07/03/2023,16:19:27,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2354,Green Bay/Apple,CST,06:00-23:59,GOLF,.1400,30,07/09/2023,08:25:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1709,Marquette,EST,06:00-23:59,GOLF,.0200,30,07/07/2023,11:37:43,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1709,Marquette,EST,06:00-23:59,GOLF,.0200,30,07/04/2023,06:29:43,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2318,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0300,30,07/03/2023,07:50:37,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5012,Duluth/Superior,CST,06:00-23:59,GOLF,.0100,30,07/04/2023,20:59:37,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5012,Duluth/Superior,CST,06:00-23:59,GOLF,.0100,30,07/06/2023,15:49:23,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5012,Duluth/Superior,CST,06:00-23:59,GOLF,.0100,30,07/09/2023,09:21:33,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9853,Milwaukee,CST,06:00-23:59,GOLF,.2900,30,07/07/2023,23:47:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0397,Madison,CST,06:00-23:59,GOLF,.1500,30,07/05/2023,18:53:03,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0397,Madison,CST,06:00-23:59,GOLF,.1500,30,07/08/2023,06:53:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3305,Flint/Saginaw,EST,06:00-23:59,GOLF,.0400,30,07/08/2023,07:53:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3303,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/07/2023,10:18:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3303,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/09/2023,10:21:36,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0813,La Crosse,CST,06:00-23:59,GOLF,.0700,30,07/08/2023,20:44:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0813,La Crosse,CST,06:00-23:59,GOLF,.0700,30,07/04/2023,10:16:48,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1358,Alpena,EST,06:00-23:59,GOLF,.0200,30,07/07/2023,07:46:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0398,Madison,CST,06:00-23:59,GOLF,.1000,30,07/08/2023,10:10:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0398,Madison,CST,06:00-23:59,GOLF,.1000,30,07/03/2023,11:29:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4150,Milwaukee,CST,06:00-23:59,GOLF,.0800,30,07/09/2023,09:54:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4150,Milwaukee,CST,06:00-23:59,GOLF,.0800,30,07/08/2023,08:19:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3078,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/03/2023,07:50:37,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3078,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/03/2023,09:13:27,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/04/2023,11:32:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/05/2023,08:48:05,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/08/2023,06:53:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/08/2023,11:35:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/06/2023,23:58:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2733,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/03/2023,07:15:54,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2733,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/05/2023,15:21:33,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2733,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/07/2023,13:31:21,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6680,Mankato,CST,06:00-23:59,GOLF,.0300,30,07/05/2023,11:33:28,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6680,Mankato,CST,06:00-23:59,GOLF,.0300,30,07/06/2023,07:18:05,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2508,Marquette,EST,06:00-23:59,GOLF,.0200,30,07/07/2023,06:47:08,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7791,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0300,30,07/07/2023,08:27:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7791,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0300,30,07/09/2023,09:55:39,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1507,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/03/2023,20:48:12,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1507,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/08/2023,10:09:39,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/08/2023,09:13:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/03/2023,13:29:58,SSFYG11823H,This is not final. Actual invoice may vary
